input_text,reply_text
power on the refrigerator,okay turning on the refrigerator.
enable the dim light,"done, dim light is now on."
switch on the hydroponic farm motor,"done, hydroponic farm motor is now on."
disable the refrigerator,"done, refrigerator is off."
activate the light,"done, light is now on."
switch on the phone charger,"done, phone charger is now on."
switch on the light,"done, light is now on."
activate the cctv camera,sure! activating the cctv camera.
switch on the curtain,sure! activating the curtain.
activate the phone charger,sure! activating the phone charger.
start the cctv camera,"done, cctv camera is now on."
deactivate the curtain,turning off the curtain.
deactivate the aquarium filter,"okay, deactivating the aquarium filter."
power down the phone charger,turning off the phone charger.
switch off the light,"okay, deactivating the light."
activate the door sensor,sure! activating the door sensor.
switch on the hydroponic farm motor,sure! activating the hydroponic farm motor.
deactivate the fan,turning off the fan.
activate the light,okay turning on the light.
disable the light,"okay, deactivating the light."
start the fan,sure! activating the fan.
power on the curtain,sure! activating the curtain.
switch off the light,turning off the light.
switch off the hydroponic farm motor,"okay, deactivating the hydroponic farm motor."
activate the refrigerator,"done, refrigerator is now on."
stop the cctv camera,"okay, deactivating the cctv camera."
deactivate the hydroponic farm motor,"okay, deactivating the hydroponic farm motor."
enable the cctv camera,okay turning on the cctv camera.
deactivate the aquarium filter,"done, aquarium filter is off."
turn off the hydroponic farm motor,turning off the hydroponic farm motor.
turn on the phone charger,"done, phone charger is now on."
turn on the fan,sure! activating the fan.
power on the dim light,okay turning on the dim light.
power down the refrigerator,"done, refrigerator is off."
switch off the curtain,"okay, deactivating the curtain."
switch off the dim light,"done, dim light is off."
switch on the refrigerator,"done, refrigerator is now on."
turn on the curtain,okay turning on the curtain.
turn off the hydroponic farm motor,"okay, deactivating the hydroponic farm motor."
start the hydroponic farm motor,sure! activating the hydroponic farm motor.
deactivate the curtain,turning off the curtain.
enable the light,"done, light is now on."
activate the aquarium filter,sure! activating the aquarium filter.
turn off the dim light,"okay, deactivating the dim light."
deactivate the aquarium filter,turning off the aquarium filter.
power on the refrigerator,sure! activating the refrigerator.
power down the door sensor,turning off the door sensor.
power on the dim light,"done, dim light is now on."
switch off the aquarium filter,turning off the aquarium filter.
deactivate the phone charger,"done, phone charger is off."
turn on the fan,okay turning on the fan.
deactivate the dim light,"okay, deactivating the dim light."
switch on the aquarium filter,"done, aquarium filter is now on."
start the door sensor,"done, door sensor is now on."
power down the fan,"done, fan is off."
switch off the hydroponic farm motor,turning off the hydroponic farm motor.
enable the fan,sure! activating the fan.
activate the dim light,okay turning on the dim light.
power on the fan,sure! activating the fan.
disable the dim light,turning off the dim light.
power down the light,"okay, deactivating the light."
stop the door sensor,"done, door sensor is off."
start the refrigerator,okay turning on the refrigerator.
switch off the door sensor,"okay, deactivating the door sensor."
power on the cctv camera,"done, cctv camera is now on."
start the door sensor,"done, door sensor is now on."
turn off the aquarium filter,"done, aquarium filter is off."
power on the phone charger,sure! activating the phone charger.
turn on the phone charger,okay turning on the phone charger.
switch off the aquarium filter,"done, aquarium filter is off."
activate the curtain,okay turning on the curtain.
power down the hydroponic farm motor,"okay, deactivating the hydroponic farm motor."
power down the phone charger,"okay, deactivating the phone charger."
start the door sensor,okay turning on the door sensor.
start the phone charger,sure! activating the phone charger.
enable the refrigerator,"done, refrigerator is now on."
switch off the fan,"done, fan is off."
disable the aquarium filter,turning off the aquarium filter.
start the phone charger,okay turning on the phone charger.
how’s the phone charger,the phone charger is currently on.
turn off the cctv camera,"done, cctv camera is off."
disable the curtain,"okay, deactivating the curtain."
power on the light,okay turning on the light.
start the cctv camera,"done, cctv camera is now on."
turn on the aquarium filter,"done, aquarium filter is now on."
power on the phone charger,"done, phone charger is now on."
deactivate the refrigerator,turning off the refrigerator.
disable the refrigerator,"done, refrigerator is off."
disable the door sensor,"okay, deactivating the door sensor."
activate the hydroponic farm motor,sure! activating the hydroponic farm motor.
disable the refrigerator,"done, refrigerator is off."
turn on the aquarium filter,sure! activating the aquarium filter.
switch on the door sensor,sure! activating the door sensor.
turn off the phone charger,"done, phone charger is off."
turn off the phone charger,"okay, deactivating the phone charger."
activate the refrigerator,okay turning on the refrigerator.
switch off the aquarium filter,"done, aquarium filter is off."
deactivate the light,"okay, deactivating the light."
power down the hydroponic farm motor,"done, hydroponic farm motor is off."
power down the light,"done, light is off."
activate the curtain,"done, curtain is now on."
start the phone charger,sure! activating the phone charger.
switch on the hydroponic farm motor,okay turning on the hydroponic farm motor.
power down the light,"okay, deactivating the light."
switch on the phone charger,sure! activating the phone charger.
stop the door sensor,turning off the door sensor.
switch off the hydroponic farm motor,"done, hydroponic farm motor is off."
disable the aquarium filter,"okay, deactivating the aquarium filter."
enable the door sensor,okay turning on the door sensor.
turn off the light,"done, light is off."
start the phone charger,"done, phone charger is now on."
start the dim light,"done, dim light is now on."
stop the cctv camera,"okay, deactivating the cctv camera."
switch off the door sensor,turning off the door sensor.
disable the aquarium filter,turning off the aquarium filter.
enable the curtain,okay turning on the curtain.
switch on the refrigerator,okay turning on the refrigerator.
stop the cctv camera,"okay, deactivating the cctv camera."
deactivate the refrigerator,"okay, deactivating the refrigerator."
turn off the refrigerator,"okay, deactivating the refrigerator."
activate the dim light,"done, dim light is now on."
turn off the fan,turning off the fan.
enable the refrigerator,"done, refrigerator is now on."
power down the dim light,turning off the dim light.
turn on the curtain,sure! activating the curtain.
disable the light,turning off the light.
thank you,you’re welcome!
power down the refrigerator,"okay, deactivating the refrigerator."
activate the cctv camera,okay turning on the cctv camera.
power on the phone charger,"done, phone charger is now on."
start the light,okay turning on the light.
power down the aquarium filter,"okay, deactivating the aquarium filter."
power down the dim light,turning off the dim light.
enable the light,okay turning on the light.
power on the hydroponic farm motor,"done, hydroponic farm motor is now on."
activate the hydroponic farm motor,okay turning on the hydroponic farm motor.
disable the aquarium filter,"done, aquarium filter is off."
activate the door sensor,sure! activating the door sensor.
stop the refrigerator,turning off the refrigerator.
start the fan,sure! activating the fan.
turn on the curtain,okay turning on the curtain.
start the hydroponic farm motor,sure! activating the hydroponic farm motor.
start the light,"done, light is now on."
is the door sensor on,the door sensor is currently on.
power down the light,turning off the light.
enable the refrigerator,okay turning on the refrigerator.
enable the hydroponic farm motor,sure! activating the hydroponic farm motor.
turn off the cctv camera,"okay, deactivating the cctv camera."
disable the door sensor,"okay, deactivating the door sensor."
switch on the phone charger,"done, phone charger is now on."
activate the light,"done, light is now on."
check the fan,checking fan status...
power on the door sensor,"done, door sensor is now on."
start the dim light,okay turning on the dim light.
switch off the door sensor,"okay, deactivating the door sensor."
disable the door sensor,"okay, deactivating the door sensor."
enable the light,sure! activating the light.
stop the phone charger,"done, phone charger is off."
power down the refrigerator,"okay, deactivating the refrigerator."
turn on the cctv camera,"done, cctv camera is now on."
turn off the curtain,"done, curtain is off."
power on the fan,sure! activating the fan.
power down the cctv camera,turning off the cctv camera.
disable the refrigerator,turning off the refrigerator.
deactivate the hydroponic farm motor,"done, hydroponic farm motor is off."
stop the refrigerator,turning off the refrigerator.
power down the cctv camera,turning off the cctv camera.
start the refrigerator,sure! activating the refrigerator.
power on the hydroponic farm motor,sure! activating the hydroponic farm motor.
stop the dim light,"okay, deactivating the dim light."
disable the dim light,turning off the dim light.
power down the curtain,"done, curtain is off."
activate the door sensor,okay turning on the door sensor.
turn off the door sensor,"done, door sensor is off."
disable the light,turning off the light.
switch on the refrigerator,sure! activating the refrigerator.
stop the door sensor,"done, door sensor is off."
disable the fan,"okay, deactivating the fan."
deactivate the refrigerator,"okay, deactivating the refrigerator."
start the aquarium filter,sure! activating the aquarium filter.
stop the dim light,turning off the dim light.
activate the curtain,"done, curtain is now on."
activate the fan,sure! activating the fan.
disable the refrigerator,"done, refrigerator is off."
start the hydroponic farm motor,"done, hydroponic farm motor is now on."
switch off the cctv camera,"done, cctv camera is off."
enable the refrigerator,"done, refrigerator is now on."
turn on the fan,"done, fan is now on."
turn on the curtain,okay turning on the curtain.
enable the fan,"done, fan is now on."
power on the curtain,"done, curtain is now on."
power down the cctv camera,"done, cctv camera is off."
turn off the hydroponic farm motor,"done, hydroponic farm motor is off."
turn on the dim light,sure! activating the dim light.
start the hydroponic farm motor,sure! activating the hydroponic farm motor.
enable the refrigerator,sure! activating the refrigerator.
switch off the fan,turning off the fan.
enable the fan,okay turning on the fan.
activate the curtain,"done, curtain is now on."
power on the phone charger,okay turning on the phone charger.
disable the door sensor,"done, door sensor is off."
stop the curtain,turning off the curtain.
start the light,okay turning on the light.
disable the hydroponic farm motor,"done, hydroponic farm motor is off."
power on the hydroponic farm motor,sure! activating the hydroponic farm motor.
switch off the light,"okay, deactivating the light."
turn on the curtain,sure! activating the curtain.
turn on the light,okay turning on the light.
power down the cctv camera,"okay, deactivating the cctv camera."
start the refrigerator,"done, refrigerator is now on."
power on the hydroponic farm motor,"done, hydroponic farm motor is now on."
turn on the door sensor,okay turning on the door sensor.
activate the curtain,"done, curtain is now on."
stop the phone charger,"done, phone charger is off."
turn off the light,"okay, deactivating the light."
disable the door sensor,"okay, deactivating the door sensor."
turn on the door sensor,okay turning on the door sensor.
turn on the fan,"done, fan is now on."
power on the fan,"done, fan is now on."
turn off the curtain,"okay, deactivating the curtain."
enable the phone charger,sure! activating the phone charger.
disable the aquarium filter,"done, aquarium filter is off."
disable the door sensor,turning off the door sensor.
turn off the hydroponic farm motor,"done, hydroponic farm motor is off."
start the cctv camera,"done, cctv camera is now on."
power down the curtain,turning off the curtain.
start the aquarium filter,okay turning on the aquarium filter.
enable the light,okay turning on the light.
switch on the phone charger,okay turning on the phone charger.
power down the dim light,"done, dim light is off."
power on the aquarium filter,"done, aquarium filter is now on."
turn on the dim light,sure! activating the dim light.
enable the door sensor,sure! activating the door sensor.
disable the light,turning off the light.
power down the light,"done, light is off."
switch on the dim light,"done, dim light is now on."
deactivate the curtain,turning off the curtain.
switch on the aquarium filter,"done, aquarium filter is now on."
disable the refrigerator,turning off the refrigerator.
disable the dim light,"done, dim light is off."
enable the curtain,sure! activating the curtain.
stop the dim light,"okay, deactivating the dim light."
enable the door sensor,sure! activating the door sensor.
activate the dim light,okay turning on the dim light.
start the phone charger,okay turning on the phone charger.
disable the fan,turning off the fan.
turn off the hydroponic farm motor,turning off the hydroponic farm motor.
stop the door sensor,"okay, deactivating the door sensor."
disable the cctv camera,"done, cctv camera is off."
activate the curtain,"done, curtain is now on."
turn off the phone charger,"done, phone charger is off."
activate the cctv camera,"done, cctv camera is now on."
activate the refrigerator,okay turning on the refrigerator.
start the aquarium filter,okay turning on the aquarium filter.
activate the refrigerator,"done, refrigerator is now on."
turn off the hydroponic farm motor,turning off the hydroponic farm motor.
switch off the light,turning off the light.
stop the light,"done, light is off."
power on the dim light,"done, dim light is now on."
stop the dim light,turning off the dim light.
deactivate the cctv camera,"done, cctv camera is off."
how’s the fan,the fan is currently on.
turn off the fan,"done, fan is off."
switch off the dim light,"done, dim light is off."
stop the light,"okay, deactivating the light."
activate the cctv camera,"done, cctv camera is now on."
enable the dim light,okay turning on the dim light.
power down the light,turning off the light.
turn off the fan,"done, fan is off."
enable the cctv camera,"done, cctv camera is now on."
turn on the door sensor,okay turning on the door sensor.
turn on the dim light,okay turning on the dim light.
deactivate the light,turning off the light.
turn on the dim light,okay turning on the dim light.
switch on the aquarium filter,"done, aquarium filter is now on."
stop the phone charger,turning off the phone charger.
activate the fan,sure! activating the fan.
activate the light,sure! activating the light.
turn off the aquarium filter,"okay, deactivating the aquarium filter."
power down the door sensor,"done, door sensor is off."
power on the light,okay turning on the light.
switch off the dim light,"done, dim light is off."
activate the hydroponic farm motor,okay turning on the hydroponic farm motor.
deactivate the fan,"okay, deactivating the fan."
deactivate the aquarium filter,turning off the aquarium filter.
stop the curtain,"done, curtain is off."
power on the dim light,okay turning on the dim light.
start the cctv camera,"done, cctv camera is now on."
switch on the fan,"done, fan is now on."
deactivate the hydroponic farm motor,"done, hydroponic farm motor is off."
power on the curtain,"done, curtain is now on."
enable the light,sure! activating the light.
power down the aquarium filter,"okay, deactivating the aquarium filter."
switch on the light,sure! activating the light.
switch off the light,"okay, deactivating the light."
enable the aquarium filter,"done, aquarium filter is now on."
turn on the cctv camera,okay turning on the cctv camera.
power on the curtain,sure! activating the curtain.
power down the cctv camera,"done, cctv camera is off."
activate the cctv camera,"done, cctv camera is now on."
stop the cctv camera,"okay, deactivating the cctv camera."
enable the fan,"done, fan is now on."
start the refrigerator,"done, refrigerator is now on."
activate the hydroponic farm motor,sure! activating the hydroponic farm motor.
power on the cctv camera,"done, cctv camera is now on."
power on the cctv camera,okay turning on the cctv camera.
switch on the dim light,"done, dim light is now on."
turn off the curtain,"done, curtain is off."
power on the refrigerator,okay turning on the refrigerator.
power on the light,okay turning on the light.
turn on the hydroponic farm motor,"done, hydroponic farm motor is now on."
activate the fan,sure! activating the fan.
stop the hydroponic farm motor,"done, hydroponic farm motor is off."
turn off the refrigerator,"okay, deactivating the refrigerator."
is light working,it seems the light is working fine.
switch off the cctv camera,turning off the cctv camera.
switch on the hydroponic farm motor,sure! activating the hydroponic farm motor.
power on the phone charger,"done, phone charger is now on."
activate the hydroponic farm motor,"done, hydroponic farm motor is now on."
turn off the dim light,turning off the dim light.
power down the refrigerator,"done, refrigerator is off."
enable the curtain,"done, curtain is now on."
stop the light,"done, light is off."
enable the cctv camera,sure! activating the cctv camera.
deactivate the curtain,"done, curtain is off."
deactivate the aquarium filter,turning off the aquarium filter.
turn on the hydroponic farm motor,sure! activating the hydroponic farm motor.
turn off the refrigerator,"okay, deactivating the refrigerator."
switch on the hydroponic farm motor,sure! activating the hydroponic farm motor.
disable the cctv camera,"done, cctv camera is off."
switch off the dim light,"okay, deactivating the dim light."
power down the cctv camera,"okay, deactivating the cctv camera."
turn on the door sensor,"done, door sensor is now on."
turn off the refrigerator,"okay, deactivating the refrigerator."
switch on the light,sure! activating the light.
turn off the aquarium filter,"done, aquarium filter is off."
switch on the fan,okay turning on the fan.
power down the cctv camera,"okay, deactivating the cctv camera."
stop the light,turning off the light.
activate the cctv camera,sure! activating the cctv camera.
stop the refrigerator,"done, refrigerator is off."
power on the cctv camera,"done, cctv camera is now on."
switch off the cctv camera,turning off the cctv camera.
power on the aquarium filter,sure! activating the aquarium filter.
power down the hydroponic farm motor,"okay, deactivating the hydroponic farm motor."
stop the cctv camera,"okay, deactivating the cctv camera."
enable the door sensor,okay turning on the door sensor.
activate the door sensor,okay turning on the door sensor.
start the refrigerator,sure! activating the refrigerator.
check the phone charger,it seems the phone charger is working fine.
start the cctv camera,okay turning on the cctv camera.
switch off the fan,"okay, deactivating the fan."
enable the hydroponic farm motor,"done, hydroponic farm motor is now on."
turn off the light,turning off the light.
disable the fan,turning off the fan.
power down the refrigerator,turning off the refrigerator.
switch off the curtain,turning off the curtain.
stop the fan,"okay, deactivating the fan."
activate the dim light,okay turning on the dim light.
switch on the fan,"done, fan is now on."
start the phone charger,"done, phone charger is now on."
turn off the refrigerator,turning off the refrigerator.
stop the curtain,turning off the curtain.
power down the hydroponic farm motor,turning off the hydroponic farm motor.
turn off the hydroponic farm motor,"done, hydroponic farm motor is off."
stop the fan,"okay, deactivating the fan."
stop the door sensor,turning off the door sensor.
power on the phone charger,sure! activating the phone charger.
switch on the refrigerator,"done, refrigerator is now on."
turn on the aquarium filter,sure! activating the aquarium filter.
activate the refrigerator,sure! activating the refrigerator.
turn off the dim light,"done, dim light is off."
switch off the refrigerator,turning off the refrigerator.
disable the hydroponic farm motor,turning off the hydroponic farm motor.
disable the refrigerator,"done, refrigerator is off."
disable the curtain,"okay, deactivating the curtain."
power on the aquarium filter,sure! activating the aquarium filter.
switch on the cctv camera,"done, cctv camera is now on."
turn off the fan,turning off the fan.
stop the aquarium filter,"done, aquarium filter is off."
disable the door sensor,"done, door sensor is off."
turn off the door sensor,turning off the door sensor.
stop the hydroponic farm motor,"okay, deactivating the hydroponic farm motor."
deactivate the refrigerator,"done, refrigerator is off."
activate the curtain,sure! activating the curtain.
activate the dim light,sure! activating the dim light.
power on the hydroponic farm motor,sure! activating the hydroponic farm motor.
switch on the fan,okay turning on the fan.
disable the fan,"done, fan is off."
stop the cctv camera,"done, cctv camera is off."
turn off the aquarium filter,"done, aquarium filter is off."
deactivate the light,"okay, deactivating the light."
start the light,okay turning on the light.
stop the dim light,"okay, deactivating the dim light."
turn off the cctv camera,"done, cctv camera is off."
deactivate the curtain,"okay, deactivating the curtain."
switch off the dim light,turning off the dim light.
turn off the aquarium filter,turning off the aquarium filter.
enable the curtain,okay turning on the curtain.
power on the curtain,sure! activating the curtain.
start the light,okay turning on the light.
disable the hydroponic farm motor,"done, hydroponic farm motor is off."
power down the curtain,"okay, deactivating the curtain."
activate the refrigerator,sure! activating the refrigerator.
deactivate the fan,"okay, deactivating the fan."
switch on the light,okay turning on the light.
switch off the phone charger,turning off the phone charger.
turn off the refrigerator,turning off the refrigerator.
power down the cctv camera,"okay, deactivating the cctv camera."
power down the refrigerator,"okay, deactivating the refrigerator."
turn off the cctv camera,"done, cctv camera is off."
power on the refrigerator,"done, refrigerator is now on."
deactivate the curtain,turning off the curtain.
start the hydroponic farm motor,"done, hydroponic farm motor is now on."
power on the refrigerator,"done, refrigerator is now on."
enable the fan,okay turning on the fan.
stop the aquarium filter,"done, aquarium filter is off."
stop the curtain,"okay, deactivating the curtain."
disable the fan,turning off the fan.
enable the fan,sure! activating the fan.
enable the phone charger,okay turning on the phone charger.
switch off the aquarium filter,"okay, deactivating the aquarium filter."
switch on the aquarium filter,okay turning on the aquarium filter.
power down the fan,turning off the fan.
disable the light,"okay, deactivating the light."
enable the cctv camera,okay turning on the cctv camera.
switch on the dim light,sure! activating the dim light.
turn off the aquarium filter,"okay, deactivating the aquarium filter."
deactivate the refrigerator,"okay, deactivating the refrigerator."
turn on the fan,okay turning on the fan.
turn off the fan,turning off the fan.
turn off the light,"okay, deactivating the light."
activate the refrigerator,"done, refrigerator is now on."
power on the fan,okay turning on the fan.
power down the phone charger,turning off the phone charger.
disable the light,"okay, deactivating the light."
turn off the phone charger,"done, phone charger is off."
turn on the dim light,sure! activating the dim light.
stop the aquarium filter,"done, aquarium filter is off."
turn on the refrigerator,sure! activating the refrigerator.
turn off the dim light,"okay, deactivating the dim light."
power down the refrigerator,turning off the refrigerator.
activate the dim light,okay turning on the dim light.
power down the hydroponic farm motor,turning off the hydroponic farm motor.
stop the fan,"okay, deactivating the fan."
disable the phone charger,"done, phone charger is off."
turn off the phone charger,"okay, deactivating the phone charger."
switch on the fan,"done, fan is now on."
switch on the phone charger,okay turning on the phone charger.
power on the cctv camera,okay turning on the cctv camera.
power down the fan,"okay, deactivating the fan."
disable the hydroponic farm motor,"okay, deactivating the hydroponic farm motor."
power down the light,"done, light is off."
turn off the door sensor,turning off the door sensor.
deactivate the curtain,"okay, deactivating the curtain."
start the dim light,"done, dim light is now on."
deactivate the refrigerator,"okay, deactivating the refrigerator."
turn off the phone charger,"done, phone charger is off."
turn on the door sensor,"done, door sensor is now on."
turn on the refrigerator,okay turning on the refrigerator.
stop the refrigerator,"done, refrigerator is off."
stop the cctv camera,"okay, deactivating the cctv camera."
switch on the aquarium filter,"done, aquarium filter is now on."
power down the hydroponic farm motor,turning off the hydroponic farm motor.
enable the dim light,okay turning on the dim light.
turn on the door sensor,"done, door sensor is now on."
activate the dim light,sure! activating the dim light.
switch on the light,okay turning on the light.
power down the dim light,turning off the dim light.
enable the refrigerator,sure! activating the refrigerator.
stop the phone charger,turning off the phone charger.
turn off the aquarium filter,turning off the aquarium filter.
disable the aquarium filter,"okay, deactivating the aquarium filter."
turn on the curtain,"done, curtain is now on."
power down the phone charger,"done, phone charger is off."
turn on the refrigerator,okay turning on the refrigerator.
stop the dim light,turning off the dim light.
turn on the door sensor,okay turning on the door sensor.
turn off the phone charger,"done, phone charger is off."
activate the refrigerator,"done, refrigerator is now on."
start the phone charger,okay turning on the phone charger.
start the dim light,"done, dim light is now on."
activate the cctv camera,"done, cctv camera is now on."
start the hydroponic farm motor,"done, hydroponic farm motor is now on."
turn off the phone charger,turning off the phone charger.
activate the door sensor,sure! activating the door sensor.
turn on the curtain,okay turning on the curtain.
stop the hydroponic farm motor,"done, hydroponic farm motor is off."
switch off the hydroponic farm motor,turning off the hydroponic farm motor.
disable the refrigerator,"okay, deactivating the refrigerator."
power on the aquarium filter,sure! activating the aquarium filter.
switch off the hydroponic farm motor,"done, hydroponic farm motor is off."
stop the hydroponic farm motor,"okay, deactivating the hydroponic farm motor."
start the hydroponic farm motor,okay turning on the hydroponic farm motor.
turn on the aquarium filter,okay turning on the aquarium filter.
power down the aquarium filter,turning off the aquarium filter.
switch off the curtain,"okay, deactivating the curtain."
turn on the dim light,okay turning on the dim light.
switch off the aquarium filter,"done, aquarium filter is off."
enable the aquarium filter,okay turning on the aquarium filter.
switch off the light,"done, light is off."
turn off the light,"okay, deactivating the light."
power on the cctv camera,"done, cctv camera is now on."
deactivate the refrigerator,"okay, deactivating the refrigerator."
switch off the curtain,"done, curtain is off."
activate the fan,okay turning on the fan.
switch on the hydroponic farm motor,okay turning on the hydroponic farm motor.
activate the fan,sure! activating the fan.
deactivate the dim light,turning off the dim light.
switch off the aquarium filter,"done, aquarium filter is off."
turn on the cctv camera,sure! activating the cctv camera.
enable the light,sure! activating the light.
activate the phone charger,okay turning on the phone charger.
switch on the phone charger,okay turning on the phone charger.
switch on the cctv camera,"done, cctv camera is now on."
power on the fan,okay turning on the fan.
enable the door sensor,okay turning on the door sensor.
disable the phone charger,"done, phone charger is off."
switch on the aquarium filter,okay turning on the aquarium filter.
turn off the refrigerator,"done, refrigerator is off."
power down the curtain,turning off the curtain.
power down the curtain,"done, curtain is off."
power down the dim light,turning off the dim light.
start the refrigerator,okay turning on the refrigerator.
disable the phone charger,"okay, deactivating the phone charger."
power down the aquarium filter,"done, aquarium filter is off."
stop the aquarium filter,turning off the aquarium filter.
switch on the cctv camera,okay turning on the cctv camera.
disable the fan,"okay, deactivating the fan."
start the door sensor,sure! activating the door sensor.
start the cctv camera,sure! activating the cctv camera.
disable the fan,"okay, deactivating the fan."
power on the cctv camera,okay turning on the cctv camera.
stop the dim light,"done, dim light is off."
enable the cctv camera,okay turning on the cctv camera.
switch off the refrigerator,"okay, deactivating the refrigerator."
activate the aquarium filter,"done, aquarium filter is now on."
turn on the cctv camera,okay turning on the cctv camera.
switch on the aquarium filter,okay turning on the aquarium filter.
turn on the refrigerator,"done, refrigerator is now on."
switch off the cctv camera,"done, cctv camera is off."
activate the phone charger,sure! activating the phone charger.
turn on the light,okay turning on the light.
deactivate the phone charger,turning off the phone charger.
switch off the dim light,"okay, deactivating the dim light."
switch on the dim light,"done, dim light is now on."
turn off the light,turning off the light.
power on the refrigerator,sure! activating the refrigerator.
power on the curtain,"done, curtain is now on."
thank you,happy to help!
deactivate the fan,"okay, deactivating the fan."
turn on the fan,sure! activating the fan.
switch on the cctv camera,okay turning on the cctv camera.
deactivate the phone charger,"done, phone charger is off."
check the curtain,it seems the curtain is working fine.
deactivate the light,"okay, deactivating the light."
turn off the door sensor,turning off the door sensor.
turn on the curtain,okay turning on the curtain.
switch off the light,turning off the light.
activate the door sensor,okay turning on the door sensor.
deactivate the dim light,"okay, deactivating the dim light."
switch off the door sensor,"okay, deactivating the door sensor."
deactivate the aquarium filter,"done, aquarium filter is off."
enable the aquarium filter,okay turning on the aquarium filter.
enable the door sensor,okay turning on the door sensor.
power down the door sensor,"okay, deactivating the door sensor."
turn on the phone charger,okay turning on the phone charger.
power down the hydroponic farm motor,"okay, deactivating the hydroponic farm motor."
stop the cctv camera,turning off the cctv camera.
activate the refrigerator,okay turning on the refrigerator.
turn on the refrigerator,okay turning on the refrigerator.
enable the fan,sure! activating the fan.
switch on the hydroponic farm motor,okay turning on the hydroponic farm motor.
start the fan,"done, fan is now on."
disable the hydroponic farm motor,"okay, deactivating the hydroponic farm motor."
switch off the fan,"okay, deactivating the fan."
stop the dim light,turning off the dim light.
power on the door sensor,"done, door sensor is now on."
enable the fan,"done, fan is now on."
turn off the dim light,"okay, deactivating the dim light."
power on the phone charger,sure! activating the phone charger.
power on the hydroponic farm motor,okay turning on the hydroponic farm motor.
turn off the curtain,"okay, deactivating the curtain."
switch off the hydroponic farm motor,"okay, deactivating the hydroponic farm motor."
power on the dim light,sure! activating the dim light.
power on the door sensor,"done, door sensor is now on."
start the fan,sure! activating the fan.
start the hydroponic farm motor,"done, hydroponic farm motor is now on."
enable the aquarium filter,sure! activating the aquarium filter.
power down the light,"okay, deactivating the light."
power down the cctv camera,"done, cctv camera is off."
enable the phone charger,okay turning on the phone charger.
start the aquarium filter,okay turning on the aquarium filter.
deactivate the light,"done, light is off."
switch off the curtain,"okay, deactivating the curtain."
disable the curtain,"done, curtain is off."
switch off the phone charger,turning off the phone charger.
power down the door sensor,"done, door sensor is off."
activate the hydroponic farm motor,"done, hydroponic farm motor is now on."
power down the door sensor,"okay, deactivating the door sensor."
power on the light,"done, light is now on."
hey,hi!
turn off the fan,"done, fan is off."
switch off the dim light,"okay, deactivating the dim light."
turn on the door sensor,okay turning on the door sensor.
start the dim light,okay turning on the dim light.
power down the refrigerator,turning off the refrigerator.
enable the refrigerator,okay turning on the refrigerator.
power on the cctv camera,okay turning on the cctv camera.
switch on the cctv camera,"done, cctv camera is now on."
start the light,sure! activating the light.
enable the refrigerator,sure! activating the refrigerator.
deactivate the aquarium filter,"okay, deactivating the aquarium filter."
switch on the light,"done, light is now on."
stop the door sensor,"done, door sensor is off."
stop the light,turning off the light.
deactivate the dim light,"okay, deactivating the dim light."
power on the aquarium filter,okay turning on the aquarium filter.
disable the fan,"done, fan is off."
activate the dim light,"done, dim light is now on."
activate the phone charger,sure! activating the phone charger.
switch on the phone charger,"done, phone charger is now on."
turn on the door sensor,okay turning on the door sensor.
power on the refrigerator,sure! activating the refrigerator.
turn on the cctv camera,"done, cctv camera is now on."
deactivate the refrigerator,"okay, deactivating the refrigerator."
switch on the curtain,sure! activating the curtain.
enable the cctv camera,sure! activating the cctv camera.
turn off the phone charger,"done, phone charger is off."
enable the hydroponic farm motor,okay turning on the hydroponic farm motor.
turn off the hydroponic farm motor,"done, hydroponic farm motor is off."
enable the light,sure! activating the light.
power on the light,okay turning on the light.
disable the phone charger,"done, phone charger is off."
is the refrigerator on,checking refrigerator status...
turn off the light,"okay, deactivating the light."
deactivate the cctv camera,turning off the cctv camera.
start the aquarium filter,okay turning on the aquarium filter.
power on the phone charger,"done, phone charger is now on."
activate the cctv camera,"done, cctv camera is now on."
stop the phone charger,"okay, deactivating the phone charger."
power down the hydroponic farm motor,"done, hydroponic farm motor is off."
turn on the aquarium filter,okay turning on the aquarium filter.
power down the cctv camera,turning off the cctv camera.
turn off the aquarium filter,"done, aquarium filter is off."
start the dim light,sure! activating the dim light.
power down the dim light,"okay, deactivating the dim light."
power on the hydroponic farm motor,"done, hydroponic farm motor is now on."
switch on the dim light,okay turning on the dim light.
start the light,okay turning on the light.
turn on the light,sure! activating the light.
power on the door sensor,okay turning on the door sensor.
deactivate the phone charger,"okay, deactivating the phone charger."
activate the curtain,okay turning on the curtain.
turn off the refrigerator,"done, refrigerator is off."
turn off the light,"done, light is off."
power on the curtain,okay turning on the curtain.
turn off the fan,turning off the fan.
deactivate the light,"okay, deactivating the light."
activate the curtain,"done, curtain is now on."
stop the fan,"okay, deactivating the fan."
switch off the door sensor,turning off the door sensor.
stop the light,turning off the light.
stop the refrigerator,"done, refrigerator is off."
turn on the refrigerator,sure! activating the refrigerator.
switch on the phone charger,"done, phone charger is now on."
switch off the hydroponic farm motor,turning off the hydroponic farm motor.
power on the light,"done, light is now on."
turn off the phone charger,turning off the phone charger.
turn off the cctv camera,"okay, deactivating the cctv camera."
turn on the curtain,"done, curtain is now on."
disable the cctv camera,turning off the cctv camera.
